Geneid	SRR031708_aligned.sam	SRR031709_aligned.sam	SRR031718_aligned.sam	SRR031719_aligned.sam
FBgn0010246	1629	1190	1190	556
FBgn0011361	394	295	295	187
FBgn0010786	696	485	485	454
FBgn0029514	44	35	35	26
FBgn0003295	0	0	0	0
FBgn0052330	0	0	0	0
FBgn0052328	0	0	0	0
FBgn0052329	0	0	0	0
FBgn0011851	0	0	0	0
FBgn0011852	0	0	0	0
FBgn0011853	0	0	0	0
FBgn0052324	0	0	0	0
FBgn0052320	0	0	0	0
FBgn0011854	0	0	0	0
FBgn0011855	0	0	0	0
FBgn0035216	7	3	3	7
FBgn0035217	0	0	0	0
FBgn0004635	185	114	114	65
FBgn0028567	0	0	0	0
FBgn0035227	387	325	325	179
FBgn0011204	384	288	288	172
FBgn0028577	705	515	515	262
FBgn0043458	309	246	246	179
FBgn0020248	2	4	4	3
FBgn0052319	1	0	0	1
FBgn0043865	0	0	0	1
FBgn0035218	1	0	0	0
FBgn0035213	279	216	216	124
FBgn0035211	21	15	15	20
FBgn0035210	74	50	50	31
FBgn0035208	7	8	8	2
FBgn0035206	213	160	160	91
FBgn0035204	155	103	103	55
FBgn0010333	914	595	595	392
FBgn0035194	67	41	41	27
FBgn0052318	0	0	0	0
FBgn0004378	444	299	299	221
FBgn0035193	0	0	0	1
FBgn0035229	318	237	237	163
FBgn0041342	940	699	699	258
FBgn0035231	13	10	10	4
FBgn0035233	52	26	26	30
FBgn0035234	7	6	6	1
FBgn0035236	504	344	344	248
FBgn0035237	249	184	184	145
FBgn0035244	340	239	239	123
FBgn0053230	127	85	85	57
FBgn0013753	124	107	107	64
FBgn0035248	18	16	16	4
FBgn0013755	0	0	0	0
FBgn0025712	3	5	5	5
FBgn0035252	158	96	96	53
FBgn0035254	52	27	27	24
FBgn0035257	0	2	2	0
FBgn0035260	3	0	0	0
FBgn0035263	7	11	11	2
FBgn0035266	37	51	51	40
FBgn0035267	5	3	3	7
FBgn0035268	239	152	152	78
FBgn0027903	133	81	81	60
FBgn0035272	64	36	36	22
FBgn0011573	391	273	273	179
FBgn0035273	0	0	0	1
FBgn0067864	192	153	153	105
FBgn0027790	0	0	0	0
FBgn0035280	0	0	0	0
FBgn0035279	0	0	0	0
FBgn0025820	30	23	23	35
FBgn0024510	50	31	31	23
FBgn0035271	29	26	26	20
FBgn0035270	77	44	44	32
FBgn0013811	118	69	69	27
FBgn0022702	47	48	48	47
FBgn0035265	0	0	0	0
FBgn0035264	9	4	4	7
FBgn0027594	1926	1308	1308	641
FBgn0035262	81	52	52	30
FBgn0035256	0	0	0	0
FBgn0035255	0	0	0	0
FBgn0026372	17737	13154	13154	5090
FBgn0035251	337	215	215	132
FBgn0035249	72	55	55	20
FBgn0025725	1344	879	879	565
FBgn0035247	153	107	107	62
FBgn0013342	0	1	1	0
FBgn0035245	0	0	0	0
FBgn0035246	13	14	14	1
FBgn0035243	6	3	3	5
FBgn0035241	8	11	11	1
FBgn0035238	168	113	113	72
FBgn0035235	196	152	152	69
FBgn0035232	458	290	290	145
FBgn0052313	4	3	3	2
FBgn0035228	433	309	309	162
FBgn0035283	97	75	75	40
FBgn0035285	254	174	174	142
FBgn0035286	13	11	11	3
FBgn0052312	0	0	0	0
FBgn0035294	291	223	223	111
FBgn0035295	131	97	97	72
FBgn0035298	145	106	106	81
FBgn0035300	0	0	0	0
FBgn0035299	0	0	0	0
FBgn0027547	263	161	161	122
FBgn0002872	177	144	144	104
FBgn0035293	0	0	0	1
FBgn0035290	0	0	0	0
FBgn0035287	19	7	7	3
FBgn0042712	245	162	162	100
FBgn0004636	1590	1159	1159	768
FBgn0035282	0	0	0	0
FBgn0035281	0	0	0	2
FBgn0035313	0	0	0	0
FBgn0035315	0	2	2	0
FBgn0035317	3	2	2	1
FBgn0040507	1	1	1	0
FBgn0052301	0	1	1	2
FBgn0052305	1	1	1	0
FBgn0015359	156	142	142	67
FBgn0035323	69	45	45	36
FBgn0035325	0	0	0	0
FBgn0052304	0	0	0	0
FBgn0052302	1	3	3	0
FBgn0052303	0	0	0	0
FBgn0035328	0	0	0	0
FBgn0035332	0	0	0	0
FBgn0035334	140	126	126	49
FBgn0035336	92	59	59	68
FBgn0052298	0	0	0	0
FBgn0052299	0	0	0	1
FBgn0035337	65	42	42	29
FBgn0035335	66	36	36	36
FBgn0035333	445	341	341	261
FBgn0041709	2	0	0	1
FBgn0000543	144	104	104	66
FBgn0015360	225	154	154	95
FBgn0035321	251	206	206	179
FBgn0035318	131	92	92	59
FBgn0035316	0	0	0	0
FBgn0026593	16	22	22	8
FBgn0035312	45	31	31	12
FBgn0035311	8	4	4	1
FBgn0026570	150	90	90	80
FBgn0035309	41	26	26	21
FBgn0035308	7	5	5	1
FBgn0035346	181	109	109	115
FBgn0016794	593	462	462	256
FBgn0062517	0	0	0	0
FBgn0035355	36	21	21	26
FBgn0035356	18	24	24	15
FBgn0035357	25	13	13	21
FBgn0035359	11	8	8	8
FBgn0035360	3	2	2	2
FBgn0053233	1	0	0	0
FBgn0053234	0	0	0	0
FBgn0020509	0	0	0	0
FBgn0052296	191	129	129	81
FBgn0027082	38	32	32	21
FBgn0035358	6	7	7	5
FBgn0011828	10790	7745	7745	4367
FBgn0028504	52	22	22	14
FBgn0010909	4391	3106	3106	1696
FBgn0010905	653	445	445	292
FBgn0260480	1	2	2	2
FBgn0035348	172	131	131	65
FBgn0035344	29	23	23	5
FBgn0035343	2	0	0	0
FBgn0035370	745	547	547	321
FBgn0044452	523	392	392	224
FBgn0035374	134	89	89	69
FBgn0035375	193	120	120	97
FBgn0035382	0	0	0	0
FBgn0035383	173	117	117	81
FBgn0035384	0	0	0	0
FBgn0035385	0	0	0	0
FBgn0035388	383	287	287	159
FBgn0040308	154	123	123	94
FBgn0052485	49	29	29	18
FBgn0035392	10	14	14	6
FBgn0035393	83	54	54	44
FBgn0035397	918	746	746	374
FBgn0035390	238	163	163	184
FBgn0004372	0	0	0	0
FBgn0052487	0	0	0	0
FBgn0052488	0	0	0	0
FBgn0052846	0	0	0	0
FBgn0035380	0	0	0	0
FBgn0035379	0	0	0	0
FBgn0035372	213	157	157	91
FBgn0035371	488	379	379	238
FBgn0003938	0	2	2	3
FBgn0052288	0	0	0	0
FBgn0052289	0	0	0	0
FBgn0052287	0	0	0	0
FBgn0052285	0	0	0	0
FBgn0052286	0	0	0	0
FBgn0035401	208	155	155	99
FBgn0035405	113	85	85	63
FBgn0024194	125	75	75	67
FBgn0052280	66	52	52	68
FBgn0052278	84	60	60	44
FBgn0052281	41	22	22	34
FBgn0052284	0	0	0	0
FBgn0035412	1	0	0	2
FBgn0035413	1	0	0	0
FBgn0001233	9192	6355	6355	5290
FBgn0035421	72	56	56	42
FBgn0035423	564	395	395	373
FBgn0035424	1788	1227	1227	875
FBgn0035427	0	1	1	0
FBgn0035428	0	0	0	0
FBgn0035429	0	0	0	1
FBgn0035430	0	0	0	1
FBgn0035432	779	574	574	389
FBgn0052279	0	0	0	0
FBgn0052283	0	0	0	0
FBgn0052282	0	0	0	0
FBgn0035434	1	0	0	0
FBgn0035436	0	0	0	0
FBgn0035438	968	625	625	501
FBgn0035439	133	118	118	52
FBgn0004167	12900	9113	9113	5429
FBgn0035443	43	27	27	24
FBgn0035444	147	102	102	84
FBgn0035445	23	10	10	9
FBgn0027616	485	357	357	190
FBgn0052268	5	0	0	2
FBgn0052274	0	0	0	0
FBgn0035440	263	171	171	176
FBgn0035437	629	440	440	254
FBgn0035435	23	14	14	10
FBgn0035431	0	0	0	0
FBgn0035425	270	211	211	131
FBgn0035422	7603	5468	5468	2970
FBgn0035420	505	347	347	275
FBgn0053160	0	0	0	0
FBgn0052277	0	0	0	1
FBgn0053159	8	2	2	3
FBgn0052271	4	3	3	2
FBgn0047135	452	372	372	314
FBgn0035415	66	52	52	44
FBgn0035414	50	46	46	41
FBgn0035410	71	47	47	47
FBgn0035409	5	1	1	2
FBgn0035407	34	23	23	18
FBgn0035402	185	140	140	87
FBgn0035400	378	258	258	171
FBgn0026189	2431	1768	1768	1775
FBgn0052273	0	0	0	0
FBgn0035398	3	2	2	1
FBgn0052272	0	0	0	0
FBgn0005640	317	231	231	239
FBgn0035452	110	87	87	60
FBgn0035453	0	0	0	0
FBgn0035455	0	1	1	0
FBgn0040694	0	0	0	0
FBgn0001254	0	0	0	0
FBgn0052267	41	45	45	48
FBgn0035449	181	96	96	96
FBgn0026259	1777	1205	1205	771
FBgn0014388	7659	5309	5309	3006
FBgn0052266	0	0	0	0
FBgn0035462	42	33	33	35
FBgn0035464	223	146	146	139
FBgn0004888	517	346	346	231
FBgn0004875	908	718	718	320
FBgn0064227	1	0	0	0
FBgn0013751	0	0	0	0
FBgn0026592	6	2	2	0
FBgn0035469	71	41	41	27
FBgn0035471	263	165	165	114
FBgn0041147	27	14	14	23
FBgn0004910	1	0	0	1
FBgn0035473	240	168	168	111
FBgn0035470	38	33	33	10
FBgn0035468	3	1	1	0
FBgn0015585	0	0	0	0
FBgn0052263	0	0	0	0
FBgn0052262	24	20	20	10
FBgn0035461	17	9	9	10
FBgn0052264	296	175	175	73
FBgn0035458	0	0	0	0
FBgn0035490	0	0	0	0
FBgn0042179	0	1	1	0
FBgn0000449	0	0	0	0
FBgn0052259	0	0	0	0
FBgn0035495	0	0	0	0
FBgn0035496	84	61	61	23
FBgn0035498	256	151	151	146
FBgn0028484	296	204	204	140
FBgn0003206	233	140	140	135
FBgn0004552	0	1	1	0
FBgn0052260	0	1	1	1
FBgn0035501	2	1	1	1
FBgn0040696	0	1	1	1
FBgn0003710	1	5	5	0
FBgn0035513	3	2	2	1
FBgn0035515	41	23	23	35
FBgn0011692	464	300	300	257
FBgn0035517	56	30	30	41
FBgn0035519	141	116	116	71
FBgn0035521	0	0	0	0
FBgn0035522	0	1	1	1
FBgn0035523	11	6	6	11
FBgn0035526	401	269	269	149
FBgn0015829	46	32	32	21
FBgn0041630	168	140	140	92
FBgn0035529	53	33	33	20
FBgn0035528	412	291	291	198
FBgn0035524	180	99	99	78
FBgn0035520	69	42	42	26
FBgn0035518	106	50	50	48
FBgn0041171	568	434	434	222
FBgn0001257	423	250	250	368
FBgn0052252	1	0	0	0
FBgn0035512	1	3	3	1
FBgn0035511	0	0	0	0
FBgn0035510	2	0	0	0
FBgn0035508	1	0	0	0
FBgn0028664	45	21	21	16
FBgn0040697	0	0	0	0
FBgn0035505	0	0	0	1
FBgn0035504	2	2	2	3
FBgn0011653	2	2	2	1
FBgn0004574	723	525	525	279
FBgn0035499	2241	1543	1543	1007
FBgn0004516	0	0	0	0
FBgn0016013	2	1	1	1
FBgn0024179	4	1	1	0
FBgn0035491	0	0	0	0
FBgn0035488	151	113	113	62
FBgn0052251	386	264	264	161
FBgn0052250	41	31	31	11
FBgn0035534	35	21	21	9
FBgn0035539	2	2	2	5
FBgn0035540	65	41	41	27
FBgn0035542	195	157	157	43
FBgn0035543	0	0	0	0
FBgn0000038	0	0	0	0
FBgn0035544	0	0	0	0
FBgn0035545	0	0	0	0
FBgn0052249	0	0	0	0
FBgn0052248	0	0	0	0
FBgn0035550	0	0	0	0
FBgn0035551	0	0	0	0
FBgn0035552	0	0	0	0
FBgn0035557	1	1	1	0
FBgn0035558	1267	928	928	609
FBgn0052246	0	0	0	0
FBgn0015805	316	276	276	193
FBgn0035563	0	1	1	0
FBgn0052243	154	98	98	136
FBgn0014073	1	2	2	0
FBgn0035555	0	0	0	0
FBgn0035554	0	0	0	0
FBgn0035553	0	0	0	0
FBgn0052241	0	0	0	0
FBgn0040699	0	0	0	0
FBgn0035548	0	0	0	0
FBgn0035547	0	0	0	0
FBgn0035546	0	0	0	0
FBgn0035541	198	141	141	72
FBgn0052240	0	0	0	0
FBgn0035538	3	0	0	0
FBgn0035537	9	4	4	3
FBgn0035533	1084	747	747	465
FBgn0035532	61	32	32	21
FBgn0066365	0	0	0	0
FBgn0052238	0	0	0	0
FBgn0035574	0	0	0	1
FBgn0042199	0	0	0	0
FBgn0035572	0	0	0	0
FBgn0027085	105	69	69	38
FBgn0035581	4	2	2	4
FBgn0035582	0	0	0	0
FBgn0035583	0	0	0	0
FBgn0028699	1	0	0	0
FBgn0047330	0	0	0	0
FBgn0052237	0	0	0	0
FBgn0035578	0	0	0	0
FBgn0035577	3	1	1	1
FBgn0042131	0	0	0	0
FBgn0035575	4	3	3	0
FBgn0035571	2	0	0	1
FBgn0035570	0	0	0	0
FBgn0035569	0	0	0	0
FBgn0035568	0	0	0	0
FBgn0035567	0	0	0	0
FBgn0046793	0	0	0	0
FBgn0035585	0	0	0	0
FBgn0052232	0	0	0	0
FBgn0035584	0	0	0	0
FBgn0005775	0	0	0	0
FBgn0030234	38	18	18	21
FBgn0040850	5	3	3	4
FBgn0030237	687	480	480	171
FBgn0030239	77	52	52	38
FBgn0030240	208	150	150	76
FBgn0030243	433	353	353	156
FBgn0030244	0	0	0	1
FBgn0030247	0	0	0	0
FBgn0003965	0	0	0	0
FBgn0030251	0	0	0	0
FBgn0030257	0	0	0	0
FBgn0030261	0	0	0	0
FBgn0030260	0	0	0	0
FBgn0030259	0	0	0	0
FBgn0030258	0	0	0	0
FBgn0021742	0	0	0	0
FBgn0052670	0	0	0	0
FBgn0052671	0	0	0	0
FBgn0030246	356	245	245	163
FBgn0017561	1	0	0	2
FBgn0030245	615	462	462	187
FBgn0030242	33	33	33	17
FBgn0030241	205	145	145	117
FBgn0003321	400	256	256	142
FBgn0052669	8	3	3	2
FBgn0003360	1839	1325	1325	99
FBgn0025111	84	64	64	285
FBgn0030263	0	0	0	0
FBgn0027498	0	0	0	0
FBgn0015245	1717	1166	1166	829
FBgn0028686	452	342	342	254
FBgn0030269	127	81	81	67
FBgn0030271	9	6	6	1
FBgn0030272	2	0	0	0
FBgn0030274	122	69	69	42
FBgn0030276	609	392	392	279
FBgn0030278	0	0	0	0
FBgn0030280	0	0	0	0
FBgn0030283	0	0	0	0
FBgn0030286	454	340	340	172
FBgn0030290	0	0	0	0
FBgn0030291	48	22	22	11
FBgn0030292	50	44	44	21
FBgn0030293	377	272	272	147
FBgn0000499	241	190	190	89
FBgn0004864	329	211	211	136
FBgn0030289	225	158	158	93
FBgn0028421	163	106	106	84
FBgn0001491	91	51	51	41
FBgn0003411	0	0	0	0
FBgn0030277	0	1	1	0
FBgn0026268	0	1	1	0
FBgn0052668	2	2	2	1
FBgn0020255	1263	908	908	881
FBgn0030270	0	0	0	0
FBgn0052667	0	0	0	0
FBgn0030268	790	604	604	437
FBgn0010391	494	359	359	236
FBgn0030266	588	447	447	233
FBgn0027359	155	77	77	54
FBgn0030296	0	0	0	0
FBgn0001145	124	71	71	50
FBgn0030300	37	18	18	8
FBgn0030301	282	199	199	130
FBgn0030304	0	0	0	0
FBgn0030305	104	82	82	83
FBgn0030306	288	199	199	110
FBgn0052666	484	322	322	233
FBgn0030310	425	330	330	232
FBgn0030311	0	0	0	0
FBgn0030313	3	2	2	1
FBgn0030314	128	100	100	71
FBgn0030316	219	155	155	85
FBgn0019660	31	32	32	69
FBgn0002948	61	61	61	33
FBgn0030318	497	395	395	302
FBgn0030321	821	563	563	365
FBgn0002723	224	152	152	70
FBgn0004370	500	338	338	211
FBgn0014133	909	647	647	298
FBgn0030326	41	22	22	10
FBgn0030323	37	28	28	15
FBgn0030320	186	112	112	125
FBgn0030319	1	2	2	0
FBgn0030317	11	7	7	8
FBgn0000618	39	20	20	26
FBgn0027259	87	68	68	43
FBgn0003277	2692	2040	2040	1194
FBgn0030309	1904	1349	1349	856
FBgn0030307	0	0	0	0
FBgn0030298	0	0	0	0
FBgn0045502	0	0	0	0
FBgn0030297	0	0	0	0
FBgn0030329	208	138	138	87
FBgn0030330	70	50	50	35
FBgn0030331	209	152	152	105
FBgn0002577	34	26	26	18
FBgn0030334	811	536	536	551
FBgn0030339	0	0	0	0
FBgn0030343	302	225	225	169
FBgn0030345	54	34	34	39
FBgn0030347	67	55	55	21
FBgn0030350	229	167	167	95
FBgn0030351	26	20	20	34
FBgn0030352	60	53	53	28
FBgn0030360	3	5	5	10
FBgn0030362	1797	1316	1316	576
FBgn0030361	24	17	17	17
FBgn0001083	32	13	13	15
FBgn0030359	0	0	0	0
FBgn0003865	0	1	1	0
FBgn0000808	34	29	29	12
FBgn0030358	57	35	35	18
FBgn0030357	27	18	18	11
FBgn0052660	0	0	0	0
FBgn0030356	0	0	0	0
FBgn0030354	443	326	326	183
FBgn0030349	457	356	356	176
FBgn0030348	0	3	3	2
FBgn0030346	48	24	24	14
FBgn0030344	318	232	232	220
FBgn0030342	124	89	89	57
FBgn0030341	272	220	220	141
FBgn0030340	190	152	152	88
FBgn0030338	0	0	0	0
FBgn0001218	8073	5518	5518	3338
FBgn0004511	5	3	3	2
FBgn0030332	101	86	86	45
FBgn0030328	582	429	429	220
FBgn0030327	91	68	68	30
FBgn0030364	136	111	111	96
FBgn0030365	181	130	130	63
FBgn0030369	12	1	1	3
FBgn0052657	0	0	0	0
FBgn0040859	0	0	0	0
FBgn0030376	0	0	0	0
FBgn0052655	3	3	3	4
FBgn0030377	16	9	9	2
FBgn0030375	0	0	0	0
FBgn0030374	0	0	0	0
FBgn0030373	84	61	61	26
FBgn0030370	0	0	0	0
FBgn0030367	9	14	14	7
FBgn0030366	1039	727	727	544
FBgn0043001	28	27	27	11
FBgn0030384	0	0	0	0
FBgn0030386	0	0	0	0
FBgn0030389	0	0	0	0
FBgn0030394	2	3	3	1
FBgn0002562	0	0	0	0
FBgn0030396	4	4	4	1
FBgn0030398	1	0	0	0
FBgn0052654	618	392	392	249
FBgn0030407	1	1	1	0
FBgn0030408	0	1	1	0
FBgn0030406	44	33	33	36
FBgn0030403	237	183	183	70
FBgn0030400	327	278	278	152
FBgn0030395	0	0	0	0
FBgn0030391	65	62	62	36
FBgn0030390	0	0	0	0
FBgn0052651	0	0	0	0
FBgn0030385	0	0	0	0
FBgn0030409	0	0	0	0
FBgn0030411	21	15	15	12
FBgn0030412	433	286	286	149
FBgn0015024	877	603	603	387
FBgn0030417	44	33	33	23
FBgn0030418	74	59	59	54
FBgn0030421	61	54	54	38
FBgn0030425	2	0	0	1
FBgn0030433	88	65	65	67
FBgn0030435	180	128	128	89
FBgn0030434	183	151	151	69
FBgn0030432	2	6	6	3
FBgn0030431	128	89	89	73
FBgn0052649	154	98	98	80
FBgn0052650	11	9	9	3
FBgn0030429	0	2	2	1
FBgn0052647	2	1	1	0
FBgn0030420	350	233	233	152
FBgn0020513	1051	732	732	560
FBgn0030410	20	15	15	7
FBgn0052642	0	0	0	0
FBgn0052644	1	0	0	0
FBgn0030438	2	0	0	0
FBgn0052643	0	0	0	0
FBgn0030441	0	0	0	0
FBgn0030447	102	85	85	49
FBgn0030451	6	3	3	14
FBgn0030452	6	2	2	8
FBgn0052645	0	0	0	2
FBgn0030456	136	107	107	81
FBgn0030457	135	93	93	59
FBgn0052640	8	6	6	4
FBgn0052641	4	3	3	5
FBgn0029133	744	540	540	394
FBgn0004456	1026	698	698	471
FBgn0030462	0	0	0	0
FBgn0052639	6	6	6	1
FBgn0030460	78	38	38	56
FBgn0030459	2	1	1	1
FBgn0025463	587	418	418	255
FBgn0030455	0	1	1	0
FBgn0052638	497	332	332	209
FBgn0030449	2	0	0	0
FBgn0010303	1266	985	985	532
FBgn0030443	0	0	0	0
FBgn0030440	0	0	0	0
FBgn0030439	0	0	0	0
FBgn0030437	0	1	1	0
FBgn0000346	21	14	14	17
FBgn0030465	150	118	118	68
FBgn0030466	523	367	367	299
FBgn0030468	459	312	312	144
FBgn0040309	3502	2531	2531	1456
FBgn0052636	7	2	2	3
FBgn0030474	219	183	183	136
FBgn0030477	0	0	0	1
FBgn0030478	370	236	236	177
FBgn0030480	44	30	30	42
FBgn0030481	119	78	78	67
FBgn0030482	1139	794	794	445
FBgn0030484	365	252	252	120
FBgn0030486	542	402	402	253
FBgn0030492	0	0	0	0
FBgn0030493	0	0	0	0
FBgn0030494	0	0	0	0
FBgn0030495	0	0	0	0
FBgn0030485	97	66	66	46
FBgn0030483	3	0	0	2
FBgn0030479	229	147	147	96
FBgn0010198	9429	6119	6119	5575
FBgn0030467	194	131	131	121
FBgn0052631	0	0	0	0
FBgn0052633	0	0	0	0
FBgn0030499	189	104	104	69
FBgn0030501	379	269	269	142
FBgn0030503	42	35	35	17
FBgn0030505	552	381	381	175
FBgn0030507	80	66	66	27
FBgn0030508	3	0	0	2
FBgn0030509	1	0	0	0
FBgn0030511	35	27	27	16
FBgn0002878	190	147	147	73
FBgn0030518	50	46	46	25
FBgn0030519	247	174	174	118
FBgn0020909	94	77	77	56
FBgn0030528	26	15	15	6
FBgn0027537	949	674	674	376
FBgn0052626	548	356	356	209
FBgn0030530	445	315	315	164
FBgn0030529	2973	2059	2059	941
FBgn0030525	2	0	0	2
FBgn0030524	1	0	0	2
FBgn0030521	1066	794	794	540
FBgn0030520	1374	1001	1001	764
FBgn0001612	164	119	119	99
FBgn0001087	400	265	265	202
FBgn0030514	381	263	263	137
FBgn0030512	261	207	207	175
FBgn0030510	83	59	59	34
FBgn0030506	99	61	61	49
FBgn0030504	695	497	497	307
FBgn0030502	714	516	516	339
FBgn0030500	174	99	99	65
FBgn0030536	3	0	0	3
FBgn0000173	350	255	255	230
FBgn0044817	1	0	0	0
FBgn0011952	0	0	0	0
FBgn0011975	0	0	0	0
FBgn0011976	0	0	0	0
FBgn0011948	0	0	0	0
FBgn0011949	0	0	0	0
FBgn0011950	0	0	0	0
FBgn0011951	0	0	0	0
FBgn0011974	0	0	0	0
FBgn0011981	0	0	0	0
FBgn0030537	0	0	0	0
FBgn0040871	1	0	0	0
FBgn0011983	0	0	0	0
FBgn0011953	0	0	0	0
FBgn0011977	0	0	0	0
FBgn0011982	0	0	0	0
FBgn0011980	0	0	0	0
FBgn0030539	0	0	0	0
FBgn0030540	0	0	0	0
FBgn0030541	0	0	0	0
FBgn0052603	0	0	0	0
FBgn0030543	0	0	0	0
FBgn0004649	0	1	1	1
FBgn0052600	1	0	0	0
FBgn0052601	0	0	0	0
FBgn0030566	0	0	0	0
FBgn0030569	1	0	0	0
FBgn0052598	0	0	0	1
FBgn0030563	0	0	0	0
FBgn0030544	0	0	0	0
FBgn0030570	0	0	0	0
FBgn0030571	64	47	47	19
FBgn0030573	14	2	2	5
FBgn0030575	8	10	10	4
FBgn0030577	1	0	0	0
FBgn0030578	0	0	0	0
FBgn0015010	0	2	2	5
FBgn0020508	0	0	0	0
FBgn0030576	83	55	55	36
FBgn0015774	31	21	21	13
FBgn0030574	2	1	1	2
FBgn0030572	101	68	68	40
FBgn0030582	238	204	204	99
FBgn0030583	5	7	7	6
FBgn0000535	97	64	64	33
FBgn0052594	734	458	458	344
FBgn0030603	165	101	101	77
FBgn0030605	174	106	106	56
FBgn0030607	7	2	2	8
FBgn0053177	2	1	1	1
FBgn0053178	1	0	0	0
FBgn0030612	81	56	56	34
FBgn0030611	25	24	24	12
FBgn0030610	81	73	73	18
FBgn0030608	0	0	0	0
FBgn0030600	528	390	390	258
FBgn0030599	4	2	2	1
FBgn0027601	113	77	77	43
FBgn0052591	2	0	0	0
FBgn0030598	5	4	4	8
FBgn0030597	4	5	5	1
FBgn0030596	10	6	6	0
FBgn0030595	0	1	1	0
FBgn0030594	5	5	5	4
FBgn0030593	2	3	3	0
FBgn0030592	6	2	2	4
FBgn0030590	5	6	6	8
FBgn0030589	2	0	0	0
FBgn0030588	52	27	27	39
FBgn0030587	3	1	1	0
FBgn0030586	2	0	0	1
FBgn0052590	22	10	10	15
FBgn0030584	98	55	55	45
FBgn0003301	232	168	168	104
FBgn0030613	2	3	3	1
FBgn0030620	0	0	0	0
FBgn0030625	69	54	54	54
FBgn0015926	62	39	39	45
FBgn0026428	123	80	80	41
FBgn0030631	290	230	230	113
FBgn0030634	7	5	5	2
FBgn0003132	0	0	0	1
FBgn0030630	112	73	73	64
FBgn0030629	35	15	15	28
FBgn0030628	146	105	105	69
FBgn0030624	0	0	0	0
FBgn0030623	0	0	0	0
FBgn0030622	0	0	0	0
FBgn0052588	0	0	0	0
FBgn0030617	0	0	0	0
FBgn0030616	7388	5394	5394	2341
FBgn0030615	12	16	16	12
FBgn0030614	0	1	1	0
FBgn0014455	418	306	306	196
FBgn0030638	171	135	135	131
FBgn0030640	0	0	0	0
FBgn0030643	2	3	3	2
FBgn0030645	26	22	22	6
FBgn0030647	3	4	4	2
FBgn0030648	91	71	71	39
FBgn0027287	387	233	233	159
FBgn0030653	50	27	27	21
FBgn0030658	251	177	177	90
FBgn0030660	36	12	12	29
FBgn0030661	4	2	2	2
FBgn0030663	0	1	1	0
FBgn0030664	0	0	0	0
FBgn0030666	4	2	2	3
FBgn0030668	68	30	30	45
FBgn0030671	69	54	54	34
FBgn0030673	28	15	15	15
FBgn0030672	1432	1020	1020	584
FBgn0030670	169	112	112	65
FBgn0030669	57	45	45	36
FBgn0030667	45	27	27	23
FBgn0030665	2	3	3	0
FBgn0003463	339	247	247	138
FBgn0030659	117	100	100	49
FBgn0030655	70	55	55	27
FBgn0030654	28	20	20	14
FBgn0030642	6	4	4	4
FBgn0004391	319	237	237	161
FBgn0040285	577	463	463	331
FBgn0030674	2235	1637	1637	933
FBgn0030675	14	11	11	9
FBgn0026666	47	29	29	19
FBgn0030679	126	83	83	41
FBgn0027329	1445	1060	1060	702
FBgn0030683	47	26	26	23
FBgn0030684	0	2	2	1
FBgn0030686	140	99	99	38
FBgn0030687	154	116	116	77
FBgn0053172	34	13	13	21
FBgn0030692	200	124	124	88
FBgn0026374	66	37	37	39
FBgn0030694	64	46	46	28
FBgn0030696	0	1	1	3
FBgn0003345	887	584	584	426
FBgn0052582	17	11	11	12
FBgn0030697	0	0	0	0
FBgn0030699	211	160	160	88
FBgn0030700	19	7	7	8
FBgn0001105	1488	965	965	890
FBgn0001092	1682	1215	1215	1013
FBgn0030701	320	212	212	142
FBgn0030704	43	22	22	16
FBgn0003392	703	536	536	370
FBgn0030706	4	1	1	0
FBgn0030707	0	1	1	0
FBgn0030710	64	52	52	40
FBgn0030711	71	47	47	46
FBgn0045073	490	333	333	268
FBgn0053180	208	140	140	141
FBgn0010315	175	130	130	85
FBgn0030703	532	326	326	298
FBgn0065035	28	19	19	20
FBgn0002914	0	0	0	0
FBgn0026076	159	123	123	80
FBgn0014391	187	127	127	81
FBgn0027093	240	152	152	135
FBgn0000319	2979	2092	2092	1673
FBgn0030695	64	63	63	18
FBgn0052581	2	2	2	0
FBgn0030693	106	70	70	68
FBgn0025809	42	37	37	34
FBgn0030691	9	7	7	3
FBgn0030688	0	0	0	1
FBgn0030685	714	440	440	255
FBgn0030680	141	112	112	60
FBgn0030678	49	30	30	22
FBgn0011741	217	129	129	100
FBgn0030676	4	1	1	2
FBgn0003920	0	0	0	0
FBgn0030731	314	213	213	119
FBgn0004066	647	488	488	392
FBgn0000536	238	142	142	146
FBgn0030733	0	0	0	0
FBgn0030735	298	183	183	145
FBgn0027521	9	3	3	5
FBgn0030739	70	45	45	45
FBgn0052579	66	34	34	30
FBgn0260450	138	78	78	90
FBgn0003416	253	174	174	153
FBgn0005411	371	254	254	166
FBgn0030743	33	18	18	16
FBgn0030742	3	3	3	3
FBgn0030740	841	539	539	465
FBgn0004432	1685	1220	1220	957
FBgn0030738	286	184	184	105
FBgn0030734	1012	722	722	425
FBgn0040207	266	225	225	122
FBgn0030729	0	0	0	0
FBgn0003933	0	0	0	0
FBgn0004598	883	615	615	348
FBgn0030745	176	116	116	93
FBgn0004367	141	100	100	78
FBgn0030747	309	237	237	151
FBgn0030748	184	137	137	94
FBgn0030753	527	364	364	208
FBgn0026181	890	659	659	409
FBgn0030752	1147	782	782	400
FBgn0030749	297	186	186	126
